1,93487,125.45,159.39,55.569,168.71000000000004,-1,-1,-1,-1
1,93488,14.929000000000002,140.28999999999996,68.644,207.93000000000006,-1,-1,-1,-1
2,93488,14.929000000000002,140.28999999999996,68.644,207.93000000000006,-1,-1,-1,-1
57,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
58,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
59,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
60,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
61,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
62,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
63,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
68,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
69,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
70,93628,130.95999999999998,26.99199999999999,128.96000000000004,388.88,-1,-1,-1,-1
81,93628,119.95316530988138,0.05033074319877073,149.01145106336543,449.04732219590005,-1,-1,-1,-1
82,93628,119.87071420771616,-0.17162493171889537,149.16276095842375,449.4995463296726,-1,-1,-1,-1
83,93628,119.82196150162939,-0.3390100567709453,149.26993263084785,449.8198649027181,-1,-1,-1,-1
84,93628,130.92992845561835,12.231829786933758,146.48042571802588,441.45078512260113,-1,-1,-1,-1
85,93628,127.76934393924058,11.933780666296201,141.88403488338662,427.6675855514176,-1,-1,-1,-1
86,93628,127.39249496169799,14.313762392256649,138.46369979642878,417.40690828835614,-1,-1,-1,-1
87,93628,127.86659181039724,17.071215601743262,135.9275234238327,409.79640871861204,-1,-1,-1,-1
91,93628,130.1477631132517,24.662856618223174,130.46999831221837,393.41346532656496,-1,-1,-1,-1
105,93649,140.29000000000002,24.598028590945887,138.28999999999996,416.86,-1,-1,-1,-1
106,93649,140.29000000000002,30.56919036282781,138.28999999999996,416.86,-1,-1,-1,-1
116,93649,140.29000000000002,29.283193334849898,138.28999999999996,416.86,-1,-1,-1,-1
117,93649,140.29000000000002,29.239008678028824,138.28999999999996,416.86,-1,-1,-1,-1
118,93649,140.29000000000002,29.200967143471047,138.28999999999996,416.86,-1,-1,-1,-1
153,93706,157.84340875885437,25.926205369907336,128.92042990263087,388.7019306443533,-1,-1,-1,-1
175,93740,128.07704720874327,6.420800552779525,151.97770556863836,457.9241458084106,-1,-1,-1,-1
176,93740,143.5173326769895,1.9929927111325867,150.20243096623727,452.58865123277064,-1,-1,-1,-1
177,93740,128.8206885334365,1.0075820253800316,149.11782280202044,449.3299634350624,-1,-1,-1,-1
178,93740,123.45050477005034,1.065317990160338,148.44288516387186,447.30291662733265,-1,-1,-1,-1
262,94072,341.5650329122443,109.52528569021729,99.10559277348841,299.769634640808,-1,-1,-1,-1
584,95762,201.65543618698095,150.06703576871882,50.45009890211162,153.44452093633078,-1,-1,-1,-1
604,95806,144.43785066731115,147.21905971517285,52.27366149924484,158.89113982581867,-1,-1,-1,-1
604,95806,139.79780301092356,135.69750792416048,62.54426439764961,189.88933191446247,-1,-1,-1,-1
605,95806,130.56315265497784,140.15040557516028,66.0551593102457,200.42102638398217,-1,-1,-1,-1
606,95806,122.69692852337413,140.61306231017582,64.86445728262744,196.7984027469117,-1,-1,-1,-1
606,95806,111.34829398841508,112.0042911650331,73.7048835563074,223.41226852223647,-1,-1,-1,-1
631,95881,264.64822445232585,105.82409591615777,85.39381920595599,258.384521520833,-1,-1,-1,-1
